City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Lorengau,PG,-2.0226,147.2712,83.17,74,89,7.94,overcast clouds
348,Rupert,US,42.6191,-113.6772,39.2,60,1,21.85,clear sky
349,North Myrtle Beach,US,33.816,-78.68,53.6,100,40,5.75,scattered clouds
350,Noumea,NC,-22.2763,166.4572,86.0,70,90,8.05,overcast clouds
351,Riyadh,SA,24.6877,46.7219,62.6,63,100,17.27,dust
352,Nampa,US,43.5407,-116.5635,46.99,57,1,6.91,clear sky
353,Quatre Cocos,MU,-20.2078,57.7625,78.8,78,40,9.22,light rain
354,Geraldton,AU,-28.7667,114.6,64.4,77,90,24.16,light rain
355,Celestun,MX,20.8667,-90.4,74.34,78,0,7.29,clear sky
356,Newport,GB,51.5877,-2.9984,36.0,93,30,5.84,scattered clouds
357,Saint-Augustin,CA,51.226,-58.6502,29.19,96,87,10.47,overcast clouds
358,Azad Shahr,IR,34.7909,48.5707,38.34,78,84,12.21,broken clouds
359,Aloleng,PH,16.1307,119.7824,81.5,64,9,6.91,clear sky
360,Kirakira,SB,-10.4544,161.9205,83.91,76,100,11.03,light rain
361,Ierapetra,GR,35.01,25.7353,55.99,87,0,3.02,clear sky
362,Srandakan,ID,-7.9386,110.2506,81.05,76,9,4.81,light rain
363,Zhigansk,RU,66.7697,123.3711,-42.88,75,78,4.61,broken clouds
364,Bonavista,CA,48.6499,-53.1147,36.0,100,100,5.75,overcast clouds
365,Chicama,PE,-7.8447,-79.1469,73.96,62,94,5.64,overcast clouds
366,Darhan,MN,49.4867,105.9228,-0.81,85,0,3.76,clear sky
367,Skelleftea,SE,64.7507,20.9528,14.0,85,90,8.05,overcast clouds
368,Airai,TL,-8.9266,125.4092,67.15,96,100,5.1,overcast clouds
369,Shache,CN,38.4167,77.2406,24.51,89,2,0.36,clear sky
370,Clarence Town,AU,-32.5833,151.7833,80.01,73,90,9.22,light rain
371,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.13,90,100,3.27,overcast clouds
372,Acari,PE,-15.4311,-74.6158,71.74,71,100,4.21,overcast clouds
373,Baniachang,BD,24.5167,91.3667,57.13,55,0,3.33,clear sky
374,Lasa,IT,46.6166,10.7002,41.0,93,40,4.61,scattered clouds
375,Kyshtovka,RU,56.555,76.6271,25.09,98,100,8.68,overcast clouds
376,Zhigalovo,RU,54.8097,105.1578,1.31,90,100,3.47,overcast clouds
377,Makakilo City,US,21.3469,-158.0858,77.0,47,1,17.27,clear sky
378,San Bernardo,CL,-33.6,-70.7167,73.0,68,0,10.36,clear sky
379,Coolum Beach,AU,-26.5333,153.1,82.99,65,54,1.99,broken clouds
380,Oranjestad,AW,12.524,-70.027,78.8,83,20,14.97,few clouds
381,Areosa,PT,41.7178,-8.8571,51.01,81,75,12.66,light rain
382,Nsanje,MW,-16.92,35.262,75.36,92,100,1.52,overcast clouds
383,Rayon,MX,19.1444,-99.5836,66.2,30,1,11.5,clear sky
384,Lakes Entrance,AU,-37.8811,147.981,80.01,45,94,15.99,overcast clouds
385,East Liverpool,US,40.6187,-80.5773,28.99,74,90,9.22,overcast clouds
386,Talcahuano,CL,-36.7167,-73.1167,60.8,82,90,4.61,overcast clouds
387,Waterloo,CA,43.4668,-80.5164,15.8,67,90,23.02,overcast clouds
388,Manitouwadge,CA,49.1215,-85.8403,3.2,78,100,4.61,light snow
389,Ayan,RU,56.45,138.1667,-8.7,83,100,13.13,overcast clouds
390,Taoudenni,ML,22.6783,-3.9836,72.72,25,100,9.37,overcast clouds
391,Half Moon Bay,US,37.4636,-122.4286,60.01,82,1,3.44,haze
392,Chegdomyn,RU,51.1167,133.0167,-19.59,82,100,1.21,overcast clouds
393,Goulburn,AU,-34.75,149.7167,70.0,91,85,12.8,light rain
394,Shirokiy,RU,49.758,129.523,-14.12,89,100,5.64,overcast clouds
395,Lakatoro,VU,-16.0999,167.4164,84.27,66,45,3.53,scattered clouds
396,Lethem,GY,3.3803,-59.7968,79.57,63,11,8.66,few clouds
397,Shingu,JP,33.7333,135.9833,51.8,62,75,1.14,broken clouds
398,Asfi,MA,32.2994,-9.2372,56.37,77,100,6.73,overcast clouds
399,Witu,KE,-2.3889,40.4382,73.31,93,4,4.41,clear sky
400,Karasjok,NO,69.4719,25.5112,23.0,80,75,13.8,light snow
401,Kenai,US,60.5544,-151.2583,16.0,79,90,6.91,light snow
402,Mayumba,GA,-3.432,10.6554,78.51,87,85,5.46,overcast clouds
403,Beringovskiy,RU,63.05,179.3167,-3.62,88,100,7.96,overcast clouds
404,Kommunisticheskiy,RU,61.6789,64.4819,16.57,97,100,7.78,snow
405,Itarema,BR,-2.9248,-39.9167,78.08,81,5,11.56,clear sky
406,Nelson Bay,AU,-32.7167,152.15,80.01,73,90,9.22,light rain
407,Santona,ES,43.4439,-3.4576,53.6,100,90,10.36,mist
408,Khorixas,NA,-20.3667,14.9667,74.23,45,95,2.64,overcast clouds
409,Mandera,KE,3.9366,41.867,73.22,74,0,10.8,clear sky
410,Kloulklubed,PW,7.0419,134.2556,77.0,94,90,4.61,heavy intensity rain
411,Kruisfontein,ZA,-34.0033,24.7314,71.01,88,15,1.01,few clouds
412,Camacha,PT,33.0833,-16.3333,57.2,72,40,18.41,scattered clouds
413,Tuy Hoa,VN,13.0833,109.3,71.74,85,59,6.46,broken clouds
414,Gravelbourg,CA,49.8834,-106.5512,-11.2,64,100,16.11,overcast clouds
415,Grindavik,IS,63.8424,-22.4338,35.6,80,40,18.41,scattered clouds
416,Port Moresby,PG,-9.4431,147.1797,91.4,58,20,11.5,haze
417,Norfolk,US,42.1668,-71.2495,37.4,87,90,3.44,overcast clouds
418,Gigmoto,PH,13.7796,124.39,81.28,80,21,9.53,few clouds
419,Cairns,AU,-16.9167,145.7667,88.0,74,90,4.61,overcast clouds
420,Lumphat,KH,13.4878,106.9816,72.57,64,35,8.61,scattered clouds
421,East London,ZA,-33.0153,27.9116,73.78,90,99,9.55,overcast clouds
422,Port-Gentil,GA,-0.7193,8.7815,81.91,83,79,9.82,broken clouds
423,Winneba,GH,5.3511,-0.6231,80.6,89,0,4.61,clear sky
424,Bilibino,RU,68.0546,166.4372,-8.79,78,100,3.67,overcast clouds
425,Port Blair,IN,11.6667,92.75,79.11,74,0,8.19,clear sky
426,Leshukonskoye,RU,64.8989,45.7622,-6.56,89,100,11.45,overcast clouds
427,Jacksonville Beach,US,30.2947,-81.3931,63.0,94,90,5.75,overcast clouds
428,Laguna,US,38.421,-121.4238,62.6,39,1,6.91,clear sky
429,Bad Liebenzell,DE,48.7667,8.7333,46.0,100,75,2.3,mist
430,Jinan,CN,36.6683,116.9972,47.98,44,0,7.14,clear sky
431,Abu Samrah,SY,35.3029,37.1841,47.77,88,0,4.56,clear sky
432,Sault Sainte Marie,CA,46.5168,-84.3333,17.6,73,90,13.8,light snow
433,Yebaishou,CN,41.3975,119.6408,28.42,87,31,5.3,scattered clouds
434,Halifax,CA,44.6453,-63.5724,37.4,87,100,8.05,overcast clouds
435,Saint-Pierre,RE,-21.3393,55.4781,78.8,65,75,6.91,broken clouds
436,College,US,64.8569,-147.8028,-2.2,71,75,3.44,broken clouds
437,San Policarpo,PH,12.1791,125.5072,82.53,75,4,11.59,clear sky
438,Lingao,CN,19.9103,109.6859,68.95,76,5,9.69,clear sky
439,Portland,US,45.5234,-122.6762,52.0,76,90,4.81,overcast clouds
440,Pyay,MM,18.8167,95.2167,69.51,60,0,2.93,clear sky
441,Ucluelet,CA,48.9329,-125.5528,46.0,87,40,12.66,scattered clouds
442,Kontagora,NG,10.3999,5.4695,75.7,19,0,5.46,clear sky
443,Cap-Aux-Meules,CA,47.3821,-61.8597,32.0,86,98,10.36,overcast clouds
444,Koumac,NC,-20.5667,164.2833,82.35,65,19,5.08,few clouds
445,Maarianhamina,AX,60.0973,19.9348,3.2,92,75,3.44,broken clouds
446,Greenfield,US,42.9614,-88.0126,10.99,67,90,17.27,overcast clouds
447,Sistranda,NO,63.7256,8.834,21.2,86,20,13.8,few clouds
448,Porosozero,RU,62.7191,32.727,2.84,92,100,10.69,overcast clouds
449,Touho,NC,-20.7833,165.2333,82.15,70,6,6.62,clear sky
450,Itaituba,BR,-4.2761,-55.9836,81.63,63,100,2.51,overcast clouds
451,Dawei,MM,14.0833,98.2,74.44,53,64,2.75,broken clouds
452,Huangchuan,CN,32.1272,115.0394,49.53,64,43,10.98,scattered clouds
453,Belmonte,BR,-15.8631,-38.8828,80.6,74,40,8.05,scattered clouds
454,Maningrida,AU,-12.0667,134.2667,74.5,90,100,13.82,overcast clouds
455,Aksarka,RU,66.5606,67.7975,-21.1,87,100,14.18,overcast clouds
456,Gorontalo,ID,0.5412,123.0595,81.55,82,100,2.64,overcast clouds
457,Bubaque,GW,11.2833,-15.8333,79.0,57,100,16.35,overcast clouds
458,Itaquyry,PY,-24.9333,-55.2167,68.0,73,0,9.22,clear sky
459,Salekhard,RU,66.53,66.6019,-19.91,87,100,15.79,overcast clouds
460,Katsuura,JP,35.1333,140.3,53.01,57,20,3.44,few clouds
461,Gao,ML,16.6362,1.637,70.74,19,0,11.68,clear sky
462,Rio Grande,BR,-32.035,-52.0986,63.0,90,21,15.12,few clouds
463,Coquimbo,CL,-29.9533,-71.3436,60.8,88,75,6.91,broken clouds
464,Otradnoye,RU,59.7775,30.8181,10.0,78,75,8.95,light snow
465,Alice Springs,AU,-23.7,133.8833,78.8,31,90,10.36,overcast clouds
466,Olga,RU,43.7444,135.2892,25.72,88,100,5.41,overcast clouds
467,Kudymkar,RU,59.0173,54.656,34.84,98,100,8.86,overcast clouds
468,Cururupu,BR,-1.8283,-44.8683,75.0,86,3,3.98,clear sky
469,Coahuayana,MX,18.7333,-103.6833,69.8,83,40,3.02,scattered clouds
470,Yumen,CN,40.2833,97.2,30.15,71,94,17.85,overcast clouds
471,Shambu,ET,9.5667,37.1,48.69,50,0,0.94,clear sky
472,Jacareacanga,BR,-6.2222,-57.7528,75.74,94,100,1.57,overcast clouds
473,Isangel,VU,-19.55,169.2667,86.0,70,20,3.44,few clouds
474,Scottsbluff,US,41.8666,-103.6672,33.8,69,90,11.5,overcast clouds
475,Naberera,TZ,-4.2,36.9333,61.59,95,6,2.57,clear sky
476,Tanete,ID,-3.9443,119.7848,85.32,65,99,6.26,overcast clouds
477,Saravan,AM,39.7196,45.6483,33.8,100,90,4.61,fog
478,Rockhampton,AU,-23.3833,150.5,89.6,45,40,4.61,scattered clouds
479,Totness,SR,5.8833,-56.3167,77.23,83,42,12.33,scattered clouds
480,Cap Malheureux,MU,-19.9842,57.6142,75.99,84,28,8.99,light rain
481,Inyonga,TZ,-6.7167,32.0667,65.66,96,100,1.79,moderate rain
482,Ipora,BR,-16.4419,-51.1178,73.69,88,100,4.18,overcast clouds
483,Vardo,NO,70.3705,31.1107,28.35,89,99,23.91,light snow
484,Erenhot,CN,43.6475,111.9767,14.18,93,100,3.85,light snow
485,Suez,EG,29.9737,32.5263,57.11,87,33,8.1,scattered clouds
486,Kangaatsiaq,GL,68.3065,-53.4641,10.58,83,100,14.16,overcast clouds
487,Tual,ID,-5.6667,132.75,83.57,77,100,20.45,heavy intensity rain
488,Commerce,US,34.0006,-118.1598,66.99,48,1,7.99,clear sky
489,Casa Branca,BR,-21.7739,-47.0864,71.6,100,40,4.61,scattered clouds
490,Mitsamiouli,KM,-11.3847,43.2844,82.49,71,60,3.06,broken clouds
491,Trinidad,BO,-14.8333,-64.9,76.14,71,4,2.86,clear sky
492,Dalmau,IN,26.0667,81.0333,51.51,89,0,3.58,clear sky
493,Belgrade,RS,44.804,20.4651,42.8,93,94,3.44,overcast clouds
494,Dingle,PH,10.9995,122.6711,80.94,80,81,12.19,broken clouds
495,At-Bashi,KG,41.1702,75.8106,9.46,54,84,0.6,broken clouds
496,Rebrikha,RU,53.0733,82.3408,25.66,98,87,7.43,overcast clouds
497,Tezu,IN,27.9167,96.1667,60.87,30,3,3.85,clear sky
498,General Roca,AR,-39.0333,-67.5833,84.2,34,0,3.44,clear sky
499,Gloversville,US,43.0528,-74.3438,32.0,93,40,10.36,scattered clouds
500,Riberalta,BO,-10.9833,-66.1,76.01,87,83,1.88,broken clouds
501,Gashua,NG,12.871,11.0482,64.89,27,0,11.86,clear sky
502,Sembe,CG,1.6481,14.5806,73.18,79,7,1.57,clear sky
503,Beyneu,KZ,45.3167,55.2,40.33,85,100,17.85,overcast clouds
504,Rocha,UY,-34.4833,-54.3333,58.64,88,0,5.48,clear sky
505,Pringsewu,ID,-5.3582,104.9744,76.68,86,70,6.15,broken clouds
506,Boa Vista,BR,2.8197,-60.6733,80.6,69,0,11.5,light rain
507,Tazovskiy,RU,67.4667,78.7,-35.93,82,88,6.96,overcast clouds
508,Aswan,EG,24.0934,32.907,57.06,52,0,10.04,clear sky
509,Kovur,IN,14.4833,79.9833,64.62,88,2,4.5,clear sky
510,Waingapu,ID,-9.6567,120.2641,81.3,77,100,12.53,overcast clouds
511,Ginir,ET,7.1333,40.7,55.65,46,0,5.06,clear sky
512,Hailey,US,43.5196,-114.3153,37.4,35,1,17.27,clear sky
513,Narsaq,GL,60.9167,-46.05,12.2,57,0,5.75,clear sky
514,Haimen,CN,23.1935,116.6142,64.4,72,0,2.24,mist
515,Talagang,PK,32.9297,72.4158,48.02,70,0,3.38,clear sky
516,Lanigan,CA,51.8501,-105.0344,-16.6,63,76,11.5,broken clouds
517,Lafiagi,NG,8.8667,5.4167,78.06,20,0,2.59,clear sky
518,Usinsk,RU,65.9939,57.5281,-18.87,87,98,14.0,overcast clouds
519,Sarangani,PH,5.4033,125.4636,82.42,72,100,13.69,overcast clouds
520,Macusani,PE,-14.0833,-70.4333,39.72,88,100,5.46,overcast clouds
521,Mayo,US,38.8876,-76.5119,44.6,36,1,9.22,clear sky
522,Neyshabur,IR,36.2133,58.7958,47.23,45,42,3.2,scattered clouds
523,Tessalit,ML,20.1986,1.0114,71.31,19,100,14.29,overcast clouds
524,Fereydun Kenar,IR,36.6864,52.5225,54.14,81,100,11.41,overcast clouds
525,Lilongwe,MW,-13.9669,33.7873,67.55,82,48,1.48,scattered clouds
526,Hamilton,US,39.1834,-84.5333,35.01,55,1,8.05,clear sky
527,Rafraf,TN,37.1904,10.1837,59.0,82,0,3.44,clear sky
528,Nago,JP,26.5881,127.9761,71.6,83,1,8.05,clear sky
529,Roma,US,43.2128,-75.4557,30.2,80,90,9.22,light snow
530,Acarau,BR,-2.8856,-40.12,77.83,84,14,12.86,few clouds
531,Baruun-Urt,MN,46.6806,113.2792,-2.9,85,0,7.63,clear sky
532,Westport,US,41.1415,-73.3579,37.99,87,1,6.91,clear sky
533,Sumoto,JP,34.35,134.9,51.8,58,0,3.44,clear sky
534,Sayat,TM,38.7839,63.8803,51.8,35,0,9.22,clear sky
535,Gamba,GA,-2.65,10.0,78.26,90,100,6.11,light rain
536,Marsh Harbour,BS,26.5412,-77.0636,71.82,74,0,10.67,clear sky
537,Gualaquiza,EC,-3.4,-78.55,65.57,89,100,1.54,moderate rain
538,Voyvozh,RU,62.892,54.9635,0.0,93,100,12.28,overcast clouds
539,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.99,66,0,1.99,clear sky
540,Pyapon,MM,16.2833,95.6833,71.4,79,0,4.97,clear sky
541,Cherskiy,RU,68.75,161.3,-14.53,77,30,0.98,scattered clouds
542,Koppang,NO,61.5706,11.0555,4.33,85,6,4.59,clear sky
543,Boende,CD,-0.2167,20.8667,73.81,84,100,2.26,overcast clouds
544,Eyl,SO,7.9803,49.8164,70.27,81,31,10.89,scattered clouds
545,Itoman,JP,26.1247,127.6694,71.6,60,20,9.22,few clouds
546,Anadyr,RU,64.75,177.4833,1.4,85,75,15.66,snow
547,Vigrestad,NO,58.5667,5.7,19.0,85,0,1.14,clear sky
548,Maceio,BR,-9.6658,-35.7353,75.2,88,0,6.91,clear sky
549,Nantucket,US,41.2835,-70.0995,42.01,100,90,8.05,overcast clouds
550,Synya,RU,65.3718,58.0387,-11.83,89,100,9.69,overcast clouds
551,Pedernales,DO,18.0384,-71.744,77.79,73,0,7.67,clear sky
552,Glenwood Springs,US,39.5505,-107.3248,25.0,85,90,12.66,heavy snow
553,Whitehaven,GB,54.549,-3.5841,41.0,93,100,10.4,overcast clouds
554,Sisimiut,GL,66.9395,-53.6735,14.47,75,100,13.76,overcast clouds
555,Qasigiannguit,GL,68.8193,-51.1922,10.4,31,100,13.8,overcast clouds
556,San Andres,CO,12.5847,-81.7006,80.6,83,20,6.91,few clouds
557,Douglas,US,41.3,-96.167,21.2,58,1,1.97,clear sky
558,Vila,PT,42.0304,-8.1588,44.01,91,99,8.32,overcast clouds
559,Muramatsu,JP,37.6833,139.1833,44.6,61,75,10.36,broken clouds
560,Svetlogorsk,BY,52.6333,29.7333,12.2,96,89,7.58,overcast clouds
561,Dawson Creek,CA,55.7666,-120.2362,-7.6,71,40,3.44,light snow
562,Lakota,CI,5.8528,-5.6883,75.27,93,72,4.23,broken clouds
563,Saint-Joseph,RE,-21.3667,55.6167,78.8,65,75,6.91,broken clouds
564,Praia,CV,14.9215,-23.5087,68.0,68,40,18.41,scattered clouds
565,Baishishan,CN,43.5833,127.5667,21.47,95,100,2.57,overcast clouds
566,Okhotsk,RU,59.3833,143.3,0.7,86,100,7.4,overcast clouds
567,Khorramshahr,IR,30.4397,48.1664,66.2,77,75,4.61,broken clouds
568,Ixtapa,MX,20.7,-105.2,73.4,78,1,3.44,clear sky
569,Wilmington,US,34.2257,-77.9447,53.01,100,90,5.75,overcast clouds
570,Ulladulla,AU,-35.35,150.4667,71.6,100,90,5.75,light rain
571,Princeton,US,25.5384,-80.4089,69.8,83,1,4.61,clear sky
572,Cianorte,BR,-23.6633,-52.605,71.6,68,0,6.91,clear sky
573,Pacific Grove,US,36.6177,-121.9166,57.0,76,1,5.86,clear sky
574,Arica,CL,-18.475,-70.3042,71.6,64,0,4.61,clear sky
575,Ouargaye,BF,11.5033,0.0572,77.76,18,66,9.1,broken clouds
576,Mitu,CO,1.1983,-70.1733,73.87,96,100,0.92,moderate rain
577,Naze,JP,28.3667,129.4833,71.6,60,20,18.41,few clouds
578,Tabou,CI,4.423,-7.3528,78.62,91,69,6.55,broken clouds
579,Barinitas,VE,8.7622,-70.4111,75.11,64,100,4.14,overcast clouds
580,Chipinge,ZW,-20.1883,32.6236,64.53,100,100,2.98,overcast clouds
581,Hay River,CA,60.8156,-115.7999,-27.4,75,100,2.3,overcast clouds
582,Otane,NZ,-39.8833,176.6333,64.99,66,77,1.99,broken clouds
583,Grand Gaube,MU,-20.0064,57.6608,75.99,84,27,8.99,light rain
584,Emerald,AU,-23.5333,148.1667,89.6,48,40,10.36,scattered clouds
585,Madera,US,37.1666,-119.8343,55.0,63,0,1.01,clear sky
586,Bereznik,RU,62.8551,42.7072,-5.75,89,100,9.91,overcast clouds
587,Hirara,JP,24.8,125.2833,73.4,60,20,2.3,few clouds
588,Lompoc,US,34.6391,-120.4579,60.8,51,1,11.5,clear sky
589,Barcelos,PT,41.5388,-8.6151,50.0,81,75,12.66,broken clouds
590,Francisco Sa,BR,-16.4758,-43.4883,78.8,65,75,5.75,broken clouds
591,Prescott,US,34.54,-112.4685,51.8,28,1,9.22,clear sky
592,Lokoja,NG,7.8024,6.743,77.05,20,0,0.72,clear sky
593,Bucerias,MX,20.75,-105.3333,73.4,78,1,3.44,clear sky
594,Flers,FR,48.7372,-0.5747,41.0,93,0,4.61,clear sky
595,La Ciotat,FR,43.1748,5.6045,55.99,74,100,8.01,overcast clouds
596,Progreso,MX,21.2833,-89.6667,81.0,54,1,8.05,clear sky
597,Sambava,MG,-14.2667,50.1667,74.89,90,100,6.29,light rain
598,Havelock,US,34.8791,-76.9013,53.6,100,40,10.36,scattered clouds
599,Ust-Ishim,RU,57.6935,71.1665,34.48,98,100,8.79,overcast clouds
600,Billings,US,45.7833,-108.5007,21.99,86,90,12.66,snow
601,Baoro,CF,5.6667,15.9667,69.21,26,59,5.01,broken clouds
602,Necochea,AR,-38.5473,-58.7368,68.0,56,0,11.21,clear sky
603,Richards Bay,ZA,-28.783,32.0377,75.27,90,84,1.25,broken clouds
604,Tanout,NE,14.9709,8.8879,62.69,27,0,14.81,clear sky
605,Brokopondo,SR,4.75,-55.1667,76.33,84,94,12.19,overcast clouds
606,Jurm,AF,36.8648,70.8342,35.24,58,100,6.22,overcast clouds
607,Bequimao,BR,-2.4489,-44.7825,80.6,83,20,9.22,few clouds
608,Tonantins,BR,-2.8731,-67.8022,74.73,97,100,3.18,moderate rain
609,Kiunga,PG,-6.1219,141.2906,88.05,57,100,5.17,overcast clouds
610,Homer,US,59.6425,-151.5483,27.0,93,90,5.75,overcast clouds
611,Port Hawkesbury,CA,45.6169,-61.3485,32.0,93,75,2.3,broken clouds
612,Vaitape,PF,-16.5167,-151.75,81.72,64,0,4.09,clear sky
613,Imbituba,BR,-28.24,-48.6703,73.4,68,75,14.97,broken clouds
614,Kargasok,RU,59.0556,80.8572,11.97,96,100,8.03,overcast clouds
615,Vikersund,NO,59.9659,9.995,16.0,91,100,3.91,overcast clouds
616,Mehran,IR,33.1222,46.1646,41.0,100,90,4.61,overcast clouds
617,Shaoyang,CN,27.2315,111.4525,49.05,85,97,1.14,overcast clouds
618,Springbok,ZA,-29.6643,17.8865,62.01,58,0,3.15,clear sky
619,Pokhara,NP,28.2333,83.9833,48.24,47,28,6.64,scattered clouds
620,Iquitos,PE,-3.7481,-73.2472,78.8,89,75,6.91,very heavy rain
621,Manicore,BR,-5.8092,-61.3003,75.2,100,0,4.61,clear sky
622,Aiquile,BO,-18.2041,-65.1807,60.39,71,88,3.62,overcast clouds
623,Muros,ES,42.7762,-9.0603,51.01,80,93,8.01,overcast clouds
624,Luanda,AO,-8.8368,13.2343,78.8,83,20,6.91,few clouds
625,Paralimni,CY,35.0375,33.9833,59.0,81,0,3.44,clear sky
626,Kota Kinabalu,MY,5.9749,116.0724,82.4,78,20,2.3,few clouds
627,Lamu,KE,-2.2717,40.902,76.12,88,5,9.66,clear sky
628,Ginda,IN,30.6945,78.4932,32.02,71,0,7.16,clear sky
629,Mankato,US,44.1636,-93.9994,6.8,78,20,16.11,few clouds
630,Ossora,RU,59.2353,163.0719,6.03,93,100,7.05,overcast clouds
631,Shwebo,MM,22.5667,95.7,62.4,51,0,2.66,clear sky
632,Yershov,RU,51.3513,48.2766,18.5,95,100,20.33,overcast clouds
633,Hervey Bay,AU,-25.2986,152.8535,89.01,48,56,5.75,broken clouds
634,Buraydah,SA,26.326,43.975,53.6,94,75,5.75,broken clouds
635,Meulaboh,ID,4.1363,96.1285,77.2,86,34,3.8,scattered clouds
636,Jinchang,CN,38.4953,102.1739,29.23,62,0,2.06,clear sky
637,Strelka,RU,58.0728,93.0344,3.4,93,100,3.02,overcast clouds
638,Kudahuvadhoo,MV,2.6708,72.8944,80.96,75,100,8.3,overcast clouds
639,Bandarbeyla,SO,9.4942,50.8122,73.4,71,0,7.25,clear sky
640,Yining,CN,29.0361,114.5636,50.23,84,90,1.36,overcast clouds
641,Ottawa,CA,45.4112,-75.6981,26.6,63,75,18.41,broken clouds
642,Benguela,AO,-12.5763,13.4055,73.74,78,80,5.35,broken clouds
643,Opuwo,NA,-18.0607,13.84,71.33,46,76,5.17,broken clouds
644,Deniliquin,AU,-35.5333,144.9667,71.01,43,88,1.01,overcast clouds
645,Hambantota,LK,6.1241,81.1185,73.4,100,40,3.44,scattered clouds
646,Harduaganj,IN,27.95,78.1667,49.33,66,0,5.41,clear sky
647,Coihaique,CL,-45.5752,-72.0662,69.8,52,0,4.61,clear sky
648,Hokitika,NZ,-42.7167,170.9667,64.76,69,100,6.85,overcast clouds
649,Meadow Lake,US,34.8014,-106.5436,52.0,20,20,5.75,few clouds
650,Iralaya,HN,15.0,-83.2333,78.8,87,100,6.64,overcast clouds
651,Zephyrhills,US,28.2336,-82.1812,68.0,72,90,3.44,overcast clouds
652,Lingdong,CN,46.5669,131.1453,1.18,87,55,1.74,broken clouds
653,Buala,SB,-8.145,159.5921,85.15,71,62,10.89,light rain
654,Balikpapan,ID,-1.2675,116.8289,82.4,83,20,6.91,few clouds
655,Sorland,NO,67.667,12.6934,34.81,84,100,24.87,overcast clouds
656,Rabo De Peixe,PT,37.8,-25.5833,57.99,94,75,10.36,broken clouds
657,Pusad,IN,19.9,77.5833,60.42,52,0,7.45,clear sky
658,Pastos Bons,BR,-6.6017,-44.0767,74.41,86,99,3.6,overcast clouds
659,Margate,GB,51.3813,1.3862,45.0,92,88,6.55,overcast clouds
660,Abalak,RU,58.1286,68.5944,33.21,97,100,8.84,overcast clouds
661,Aktash,RU,50.3,87.7333,7.66,95,100,4.27,light snow
662,Mahanoro,MG,-19.9,48.8,75.4,84,100,4.25,overcast clouds
663,Wad Rawah,SD,15.1603,33.1397,58.01,36,0,12.33,clear sky
664,Mandalgovi,MN,45.7625,106.2708,6.98,92,95,11.25,overcast clouds
665,San Nicolas,PH,18.1725,120.5953,80.6,69,20,2.3,few clouds
666,Taonan,CN,45.3333,122.7833,10.67,93,100,7.36,overcast clouds
667,Ikot Ekpene,NG,5.1794,7.7108,80.02,79,6,4.56,clear sky
668,Cockburn Town,TC,21.4612,-71.1419,76.98,84,19,19.6,few clouds
669,Kapasan,ID,-6.7773,111.3789,79.99,82,78,6.02,light rain
670,San Quintin,MX,30.4833,-115.95,59.5,75,0,13.09,clear sky
671,Plouzane,FR,48.3833,-4.6167,39.2,93,75,4.61,broken clouds
672,Urumqi,CN,43.801,87.6005,10.4,85,89,2.24,fog
673,Dawlatabad,AF,36.4141,64.9053,48.72,42,36,3.27,scattered clouds
674,Sabang,ID,5.8933,95.3214,81.3,77,3,16.89,clear sky
